"OTU","AUC","abs_AUC","WaldStatistic","DF","p_value","adj_p_value"
"G000568775",-5e-04,5e-04,49.9907,6,4.721e-09,1.28001968569065e-08
"G000956315",-3e-04,3e-04,30.2012,6,3.599e-05,6.31333678201926e-05
"G001660005",-4e-04,4e-04,12.7203,6,0.0477,0.0575278145695364
"G001598195",-5e-04,5e-04,30.5333,6,3.112e-05,5.50322028412156e-05
"G000012065",-3e-04,3e-04,75.5024,6,3.02e-14,1.17711771700357e-13
"G000222305",-0.001,0.001,6.4962,6,0.37,0.398007000656312
"G000008685",-5e-04,5e-04,66.4441,6,2.187e-12,7.64827809388336e-12
"G000502095",-0.0013,0.0013,19.8003,6,0.003005,0.00417861566742081
"G000739475",-0.0051,0.0051,117.9731,6,0,0
"G000181895",-0.0014,0.0014,31.5288,6,2.009e-05,3.68042213114754e-05
"G000304735",-0.0024,0.0024,93.7124,6,0,0
"G000300045",1e-04,1e-04,26.4307,6,0.000185,0.000293433870967742
"G000691545",-0.002,0.002,161.9389,6,0,0
"G000714705",-0.001,0.001,40.6421,6,3.406e-07,7.86627618600282e-07
"G000501755",1e-04,1e-04,33.3437,6,9.004e-06,1.7964158247109e-05
"G001922545",-0.0018,0.0018,30.3754,6,3.335e-05,5.87327901146132e-05
"G000501735",-7e-04,7e-04,16.3578,6,0.01196,0.0155184905660377
"G000501915",-7e-04,7e-04,19.9489,6,0.002828,0.00394811925042589
"G000501895",5e-04,5e-04,47.4958,6,1.49e-08,3.88047139830508e-08
"G000501215",-0.001,0.001,84.862,6,3.331e-16,1.4089055483871e-15
"G000500975",-0.0019,0.0019,105.4444,6,0,0
"G000501615",-4e-04,4e-04,8.7587,6,0.1876,0.209643
"G000501235",-0.0013,0.0013,27.6257,6,0.0001105,0.000180898451806226
"G000501155",-0.0013,0.0013,38.9178,6,7.428e-07,1.66091296043656e-06
"G000501695",-9e-04,9e-04,27.7203,6,0.0001061,0.000173868921846359
"G000501875",-5e-04,5e-04,28.1103,6,8.957e-05,0.000148088665097512
"G000501275",-0.0015,0.0015,30.4111,6,3.283e-05,5.78584623655914e-05
"G000501595",-0.0012,0.0012,34.2962,6,5.897e-06,1.20139005593536e-05
"G000501015",-1e-04,1e-04,2.4334,6,0.8758,0.891575279503106
"G000501675",-9e-04,9e-04,13.4195,6,0.03684,0.0450546648426813
"G001829255",-0.0029,0.0029,30.9764,6,2.561e-05,4.60670824949698e-05
"G001829425",-0.0047,0.0047,119.1631,6,0,0
"G001604265",-0.0066,0.0066,147.1189,6,0,0
"G001940825",-0.008,0.008,816.9413,6,0,0
"G000208385",-8e-04,8e-04,31.7351,6,1.834e-05,3.38251237809452e-05
"G001604275",-0.0086,0.0086,296.6128,6,0,0
"G000236685",-0.0022,0.0022,20.9454,6,0.001877,0.00267087512660975
"G001604325",-0.0033,0.0033,47.1608,6,1.738e-08,4.49894498552251e-08
"G000190435",-0.0043,0.0043,68.3787,6,8.789e-13,3.1486712568306e-12
"G001603115",-0.0018,0.0019,11.8861,6,0.06456,0.0766766956521739
"G000147075",-0.0119,0.0119,337.4116,6,0,0
"G000184345",-0.0114,0.0114,234.5594,6,0,0
"G000426705",-0.008,0.008,108.4552,6,0,0
"G000143985",-0.0084,0.0084,174.1533,6,0,0
"G001749745",-0.0052,0.0052,54.3344,6,6.316e-10,1.84690883140054e-09
"G000507245",-0.0035,0.0035,41.398,6,2.417e-07,5.65653926701571e-07
"G000758165",-0.0096,0.0096,255.1857,6,0,0
"G000242595",-0.0019,0.0019,28.4899,6,7.596e-05,0.00012682353820034
"G000373545",-0.0039,0.0039,37.8961,6,1.177e-06,2.57442571174377e-06
"G900156105",-0.001,0.001,61.0694,6,2.729e-11,8.9100219123506e-11
"G001830645",-0.0023,0.0023,30.4392,6,3.243e-05,5.72150376749193e-05
"G001603165",-3e-04,3e-04,12.4326,6,0.05298,0.0635915195898938
"G001896565",-0.0033,0.0033,40.9488,6,2.964e-07,6.88101416430595e-07
"G000219725",-4e-04,4e-04,11.193,6,0.08259,0.0968391629903422
"G001830155",-0.0082,0.0082,302.895,6,0,0
"G000214355",-0.0057,0.0057,89.9669,6,0,0
"G000214375",-0.0054,0.0054,58.5381,6,8.914e-11,2.79618105263158e-10
"G000297095",-0.0053,0.0053,103.3334,6,0,0
"G001604425",-0.0027,0.0027,18.8083,6,0.0045,0.0061275270008308
"G001604385",-9e-04,9e-04,58.432,6,9.366e-11,2.93484906021026e-10
"G000447675",-6e-04,6e-04,7.282,6,0.2956,0.32206186572125
"G000008185",-0.0093,0.0093,589.7891,6,0,0
"G000755145",-0.0108,0.0108,1030.6519,6,0,0
"G000008605",-1e-04,1e-04,27.9591,6,9.564e-05,0.000157700160965795
"G000513775",0.0015,0.0015,31.9321,6,1.681e-05,3.12908461101647e-05
"G000413035",-0.0026,0.0026,366.9608,6,0,0
"G000412995",-0.0104,0.0104,1034.1315,6,0,0
"G001603145",-0.0043,0.0043,182.009,6,0,0
"G000195275",-0.0017,0.0017,581.4576,6,0,0
"G000255555",-0.0065,0.0065,267.5542,6,0,0
"G000413015",-0.0092,0.0092,967.2623,6,0,0
"G000464455",5e-04,6e-04,1.9323,6,0.9258,0.937622780638517
"G000468115",-9e-04,0.001,11.6992,6,0.06903,0.0816503512148184
"G000619925",-0.004,0.0041,110.467,6,0,0
"G000421345",-0.0052,0.0052,119.4468,6,0,0
"G900113965",-0.0026,0.0026,16.051,6,0.01348,0.0173738296199214
"G900111035",-0.003,0.003,62.1871,6,1.616e-11,5.35255776355675e-11
"G000468055",-5e-04,5e-04,7.5612,6,0.272,0.297535928809789
"G000413055",0,3e-04,5.861,6,0.4389,0.466963388510224
"G001604355",-0.0048,0.0048,90.7491,6,0,0
"G000212415",-0.0038,0.0039,38.9679,6,7.262e-07,1.62601338797814e-06
"G001028545",0.0054,0.0054,88.6244,6,1.11e-16,4.77295146480105e-16
"G001028605",-0.0026,0.0026,15.5793,6,0.0162,0.0206789719626168
"G001028525",-0.003,0.003,27.1435,6,0.0001361,0.000220024231464738
"G001028585",-0.003,0.003,51.488,6,2.364e-09,6.5689675049449e-09
"G001784175",-0.0031,0.0031,26.4411,6,0.0001842,0.000292306406325641
"G001800015",-1e-04,1e-04,6.5417,6,0.3653,0.393252348111658
"G000020145",-0.0014,0.0014,46.7329,6,2.115e-08,5.43478181343089e-08
"G001799575",8e-04,8e-04,17.4561,6,0.007745,0.0102661180752123
"G001799775",-0.0014,0.0014,13.5819,6,0.03467,0.0424959217250405
"G001800375",-0.002,0.002,28.9288,6,6.275e-05,0.000105991669529371
"G001800245",-0.0029,0.0029,49.0821,6,7.179e-09,1.91116096372496e-08
"G001871115",-0.003,0.003,32.3989,6,1.368e-05,2.66394297029703e-05
"G001799795",-0.0035,0.0035,50.6794,6,3.435e-09,9.40679197994987e-09
"G001799745",-0.0031,0.0031,59.5039,6,5.676e-11,1.81226571428571e-10
"G001799565",-0.0035,0.0036,49.5567,6,5.768e-09,1.5519155129959e-08
"G001799915",-0.004,0.004,145.9693,6,0,0
"G001800565",-2e-04,2e-04,44.1197,6,6.999e-08,1.70874294935452e-07
"G001800635",-6e-04,6e-04,24.7165,6,0.0003853,0.000586993059643687
"G001799555",-6e-04,6e-04,3.0956,6,0.7968,0.816647337154768
"G001799975",-3e-04,3e-04,25.4025,6,0.0002876,0.000444834602076125
"G001800095",-0.002,0.002,28.4142,6,7.85e-05,0.000130775707267491
"G001799925",-5e-04,5e-04,5.6178,6,0.4673,0.495463956873315
"G001871125",-5e-04,5e-04,30.3621,6,3.354e-05,5.90462513426423e-05
"G001800325",8e-04,8e-04,26.1223,6,0.0002113,0.000332627533215944
"G001800495",-9e-04,9e-04,59.108,6,6.83e-11,2.16246683837733e-10
"G001027545",-0.0021,0.0021,23.2873,6,0.0007057,0.00104657725833208
"G001800525",-3e-04,3e-04,14.0434,6,0.02915,0.0360761515227788
"G001800355",-1e-04,1e-04,11.8826,6,0.06464,0.0767624393189228
"G001800205",2e-04,2e-04,103.4851,6,0,0
"G001800425",-0.0027,0.0027,73.9344,6,6.362e-14,2.42307931835786e-13
"G001800455",-3e-04,4e-04,9.3095,6,0.1569,0.177412280096585
"G001800315",0.0011,0.0011,19.2622,6,0.003743,0.0051559969183359
"G001800235",-3e-04,3e-04,35.3167,6,3.741e-06,7.78273619631902e-06
"G001800475",-0.0014,0.0014,49.543,6,5.805e-09,1.56101640689089e-08
"G001774505",-0.0044,0.0044,52.5116,6,1.471e-09,4.16882247838617e-09
"G001875255",0.0012,0.0012,44.4148,6,6.116e-08,1.50324278930267e-07
"G001777945",-9e-04,9e-04,45.1835,6,4.303e-08,1.07345768645358e-07
"G001304335",-1e-04,1e-04,11.042,6,0.08709,0.101872613298442
"G001304185",-0.001,0.001,15.7057,6,0.01542,0.0197268479250683
"G001303705",-0.0031,0.0031,126.9979,6,0,0
"G001302835",-0.001,0.001,57.8704,6,1.217e-10,3.76825503778338e-10
"G001412365",0,0,1.1003,6,0.9815,0.988030133060389
"G001508335",-7e-04,7e-04,55.1985,6,4.227e-10,1.25168075880759e-09
"G001508575",-0.0024,0.0024,90.8945,6,0,0
"G002010615",-5e-04,5e-04,68.0072,6,1.047e-12,3.73050652173913e-12
"G001303225",8e-04,8e-04,13.7174,6,0.03296,0.0405110161229846
"G001303785",-3e-04,3e-04,52.3629,6,1.576e-09,4.44972265288544e-09
"G001304255",-2e-04,2e-04,52.4019,6,1.548e-09,4.37443448275862e-09
"G000980765",-0.0011,0.0011,32.6145,6,1.244e-05,2.4423030545019e-05
"G000980745",1e-04,1e-04,31.9758,6,1.649e-05,3.07884298462123e-05
"G000980735",0.0035,0.0035,79.5133,6,4.552e-15,1.84443213844252e-14
"G002011615",3e-04,3e-04,27.9743,6,9.502e-05,0.000156756698540513
"G002010635",-2e-04,2e-04,23.7644,6,0.000577,0.000863261524418074
"G002011635",-4e-04,4e-04,58.9942,6,7.203e-11,2.27763028938907e-10
"G002011675",-5e-04,5e-04,20.3223,6,0.002426,0.00341403606182026
"G002010655",-1e-04,1e-04,2.1935,6,0.9011,0.914679748142031
"G000404745",0,0,33.4111,6,8.739e-06,1.74496093401015e-05
"G000397885",-2e-04,2e-04,21.1048,6,0.001757,0.00250664993471638
"G000146065",-9e-04,9e-04,5.1818,6,0.5207,0.548005543664384
"G001603745",0.0021,0.0021,46.9292,6,1.933e-08,4.98273184796854e-08
"G001412425",-3e-04,3e-04,45.9279,6,3.06e-08,7.7417134036532e-08
"G000494005",-6e-04,6e-04,34.8351,6,4.638e-06,9.54985175879397e-06
"G000402415",0,0,3.7997,6,0.7038,0.727778044164038
"G001577125",6e-04,6e-04,8.4003,6,0.2102,0.233492239918672
"G001577185",-7e-04,7e-04,6.9756,6,0.3231,0.349776023778071
"G001780165",-0.0061,0.0061,80.057,6,3.442e-15,1.40276121011189e-14
"G001780795",-1e-04,1e-04,38.7408,6,8.046e-07,1.79257734481196e-06
"G001780825",-8e-04,8e-04,12.0329,6,0.06124,0.0729361947438537
"G001780805",-0.0016,0.0016,61.4303,6,2.304e-11,7.54999533488837e-11
"G001802045",0.0015,0.0015,8.857,6,0.1818,0.203647476933592
"G001918595",-0.0016,0.0016,25.5244,6,0.0002729,0.000423965023696682
"G001918525",3e-04,3e-04,38.1119,6,1.068e-06,2.35065174574754e-06
"G001920195",-0.0018,0.0018,99.0488,6,0,0
"G001919145",-5e-04,5e-04,92.616,6,0,0
"G000522985",-0.0077,0.0077,154.5714,6,0,0
"G000010305",-9e-04,9e-04,30.0419,6,3.859e-05,6.74656106666667e-05
"G000695095",-0.0022,0.0022,31.7269,6,1.841e-05,3.39414960629921e-05
"G001789275",-0.0026,0.0026,24.6602,6,0.0003946,0.000600603064541093
"G000474745",-0.0065,0.0065,89.1365,6,0,0
"G001462255",0,1e-04,11.4624,6,0.07509,0.0884883235470341
"G001045525",-0.0108,0.0108,257.3411,6,0,0
"G001462235",-7e-04,7e-04,24.9055,6,0.0003555,0.000543276923076923
"G001462245",2e-04,2e-04,38.5146,6,8.909e-07,1.97633895781638e-06
"G001462225",0.0014,0.0014,60.2672,6,3.972e-11,1.28362300361485e-10
"G001873075",8e-04,8e-04,25.583,6,0.0002662,0.000413883130434783
"G001462345",3e-04,3e-04,41.1079,6,2.757e-07,6.42472464454976e-07
"G001603875",5e-04,5e-04,59.6458,6,5.312e-11,1.69825123537061e-10
"G900142455",-0.0047,0.0047,51.8424,6,2.006e-09,5.62022905982906e-09
"G900142505",-0.0022,0.0022,43.3156,6,1.01e-07,2.43439705882353e-07
"G900142465",-0.0021,0.0021,13.9173,6,0.03057,0.0377290888554217
"G900129715",-0.0055,0.0055,72.42,6,1.302e-13,4.8646914893617e-13
"G900143015",-0.0047,0.0047,126.7339,6,0,0
"G900142485",0.0032,0.0037,614.9953,6,0,0
"G000146505",-0.004,0.004,44.4887,6,5.913e-08,1.45480215161371e-07
"G000024665",-0.0025,0.0025,15.4678,6,0.01691,0.021537746405906
"G900129735",-6e-04,0.0012,976.5486,6,0,0
"G900142475",-7e-04,7e-04,12.5509,6,0.05075,0.0610340589458237
"G001462305",-0.0029,0.0029,425.6108,6,0,0
"G001603905",-0.0022,0.0023,709.0286,6,0,0
"G900142545",-0.002,0.002,68.9712,6,6.645e-13,2.39015837600585e-12
"G900142495",0,7e-04,793.7883,6,0,0
"G001603925",-0.003,0.003,26.0841,6,0.0002148,0.000337758746402303
"G001462315",-0.0024,0.0024,32.6877,6,1.204e-05,2.36613429256595e-05
"G000403035",-9e-04,9e-04,19.1689,6,0.003888,0.00534525262127779
"G000478645",-7e-04,7e-04,53.5365,6,9.148e-10,2.64281527614571e-09
"G001304015",0,0,41.9726,6,1.862e-07,4.3942663786897e-07
"G001302725",-1e-04,1e-04,20.6261,6,0.002141,0.00302943798561151
"G001304315",0.0013,0.0013,19.8926,6,0.002894,0.00403567725467952
"G001304155",-0.0011,0.0011,24.0473,6,0.0005119,0.000770671249234538
"G001773425",-0.0011,0.0011,31.8014,6,1.781e-05,3.2940293398533e-05
"G001775405",-8e-04,8e-04,33.7502,6,7.517e-06,1.51293855914859e-05
"G001775365",-5e-04,5e-04,19.9151,6,0.002867,0.00399916
"G001773465",-4e-04,4e-04,38.3717,6,9.502e-07,2.10172442645074e-06
"G001779875",6e-04,6e-04,16.5813,6,0.01095,0.0142663354531002
"G001304035",-0.0016,0.0016,33.0872,6,1.009e-05,2.00211985472155e-05
"G001886815",-1e-04,1e-04,29.5019,6,4.887e-05,8.4004121657053e-05
"G001771055",-8e-04,8e-04,16.4463,6,0.01155,0.0150122521808089
"G002011685",-0.0026,0.0027,34.9063,6,4.493e-06,9.26292704402516e-06
"G001771235",-0.001,0.001,13.9797,6,0.02986,0.0369130408548083
"G001643615",-6e-04,6e-04,29.5885,6,4.706e-05,8.10345018385572e-05
"G000402455",-1e-04,1e-04,31.6504,6,1.904e-05,3.50045541222658e-05
"G001577215",-0.0014,0.0014,43.618,6,8.8e-08,2.13308355928026e-07
"G001508355",8e-04,8e-04,57.6738,6,1.334e-10,4.1124e-10
"G001509335",3e-04,3e-04,27.8611,6,9.98e-05,0.000164119264214047
"G001872685",0.0012,0.0012,35.3988,6,3.607e-06,7.51668531468531e-06
"G000405805",-4e-04,4e-04,2.4594,6,0.873,0.88927719080174
"G001626695",-2e-04,2e-04,3.7982,6,0.704,0.727831791421362
"G001626685",-5e-04,5e-04,14.6069,6,0.02354,0.0294257480615228
"G001626655",-5e-04,5e-04,23.0368,6,0.0007843,0.00115755758667267
"G000402795",-3e-04,3e-04,26.7964,6,0.0001581,0.000253176257938447
"G000402755",-5e-04,5e-04,33.3824,6,8.851e-06,1.76660714430688e-05
"G000375825",0.0011,0.0011,25.2099,6,0.0003122,0.000481369520225776
"G001626675",0,0,15.211,6,0.01868,0.0236451435191144
"G001626845",0,0,11.344,6,0.07831,0.092084244888198
"G001577025",-0.0014,0.0014,83.0329,6,8.882e-16,3.70265315811785e-15
"G001804565",-7e-04,7e-04,8.4262,6,0.2085,0.231708554638942
"G001302225",0.0065,0.0065,125.6302,6,0,0
"G001567175",-0.0018,0.0018,28.1488,6,8.809e-05,0.000145903570225665
"G001899175",-0.0021,0.0021,17.1526,6,0.008739,0.0115231061946903
"G001567545",-9e-04,9e-04,9.2418,6,0.1604,0.181078360693376
"G001871325",-9e-04,9e-04,28.4164,6,7.842e-05,0.00013066456794307
"G000258405",-0.0053,0.0053,202.9561,6,0,0
"G001802895",-0.0013,0.0013,16.8217,6,0.009961,0.0130365283470854
"G001873185",-9e-04,9e-04,30.2877,6,3.465e-05,6.09349248927039e-05
"G001802785",-0.0011,0.0011,37.5512,6,1.375e-06,2.99153761061947e-06
"G001802865",-3e-04,3e-04,18.9548,6,0.004241,0.00580136235915983
"G001802995",-8e-04,8e-04,92.8408,6,0,0
"G001803075",8e-04,8e-04,28.911,6,6.324e-05,0.000106745993820803
"G001804545",0.0011,0.0011,63.0764,6,1.065e-11,3.56716961852861e-11
"G001802205",2e-04,2e-04,6.0073,6,0.4224,0.450627207637232
"G001802795",1e-04,1e-04,56.8667,6,1.944e-10,5.90222167335597e-10
"G001804605",-6e-04,6e-04,18.2293,6,0.005684,0.00764866666666667
"G001516025",-0.0015,0.0015,12.9402,6,0.04399,0.0532690136682675
"G000279145",-0.0021,0.0021,40.4964,6,3.638e-07,8.39026547842401e-07
"G001803365",-1e-04,1e-04,27.0604,6,0.0001411,0.000227644855832241
"G001804635",0.0029,0.0029,115.7914,6,0,0
"G001802805",4e-04,4e-04,40.2173,6,4.129e-07,9.48262167211583e-07
"G001804665",-4e-04,4e-04,4.1169,6,0.6609,0.686593133319248
"G001803025",-1e-04,1e-04,19.2244,6,0.003801,0.00523076322418136
"G001803105",6e-04,6e-04,29.6915,6,4.499e-05,7.7646833976834e-05
"G001803345",-0.0058,0.0059,120.9705,6,0,0
"G001803165",-0.0021,0.0021,29.8967,6,4.113e-05,7.12726731277533e-05
"G001919105",0.0033,0.0033,50.2282,6,4.231e-09,1.1516095765292e-08
"G001802215",0.0014,0.0014,93.4472,6,0,0
"G001804555",-0.0013,0.0013,42.8417,6,1.254e-07,3.00190749756573e-07
"G001804625",8e-04,8e-04,47.3804,6,1.571e-08,4.08601269505422e-08
"G001442855",-5e-04,5e-04,34.6965,6,4.934e-06,1.01338671679198e-05
"G001536065",-6e-04,6e-04,17.354,6,0.008067,0.0106785405841971
"G001536105",2e-04,2e-04,63.8998,6,7.235e-12,2.45003409090909e-11
"G001442845",-0.0011,0.0011,33.7335,6,7.573e-06,1.52358596563011e-05
"G001485645",-8e-04,8e-04,57.5606,6,1.407e-10,4.33200939261115e-10
"G001536165",-8e-04,8e-04,46.3524,6,2.519e-08,6.42256831734509e-08
"G001536125",1e-04,1e-04,50.7868,6,3.269e-09,8.96968359375e-09
"G001536045",2e-04,2e-04,4.7321,6,0.5786,0.605442902745265
"G001536185",0,0,39.5737,6,5.524e-07,1.25081777573106e-06
"G001536085",0.0018,0.0018,19.9895,6,0.002781,0.00388581329923274
"G001442935",0.0011,0.0011,12.406,6,0.0535,0.0641843357325851
"G001458535",5e-04,5e-04,5.0561,6,0.5366,0.564075296632817
"G001536205",-8e-04,8e-04,31.4274,6,2.1e-05,3.83926380368098e-05
"G001458575",-3e-04,3e-04,33.5425,6,8.243e-06,1.64927084435402e-05
"G001536005",2e-04,2e-04,24.1924,6,0.0004814,0.000726532780847146
"G001536025",-1e-04,1e-04,27.906,6,9.787e-05,0.000161242013737644
"G001535985",-5e-04,5e-04,17.7306,6,0.006942,0.00924534507042253
"G001536145",-6e-04,6e-04,53.9386,6,7.59e-10,2.20437271116362e-09
"G001535965",7e-04,7e-04,9.0958,6,0.1683,0.189388053553038
"G001485625",4e-04,4e-04,3.8243,6,0.7004,0.724338374171837
"G001442925",-5e-04,5e-04,28.6776,6,7.001e-05,0.000117407629604366
"G000020525",9e-04,9e-04,32.1726,6,1.512e-05,2.88103235807014e-05
"G000020625",-5e-04,5e-04,45.6311,6,3.506e-08,8.81790383631713e-08
"G000020545",-5e-04,5e-04,52.4179,6,1.537e-09,4.34709749784297e-09
"G000006985",-5e-04,6e-04,10.9959,6,0.0885,0.103362114014252
"G000020505",-0.0021,0.0021,15.8538,6,0.01456,0.0186898629421747
"G000020465",6e-04,7e-04,21.855,6,0.001286,0.00185623425803611
"G000015125",0.002,0.002,20.1155,6,0.002641,0.00369807689021786
"G000012485",-0.0038,0.0039,45.7673,6,3.294e-08,8.30807796870993e-08
"G000016085",-0.0025,0.0025,74.9746,6,3.886e-14,1.50274966574912e-13
"G000012585",-1e-04,1e-04,2.0323,6,0.9167,0.928884884080371
"G000020645",-8e-04,8e-04,6.2969,6,0.3908,0.418869449591281
"G001975465",-0.0014,0.0014,15.6259,6,0.01591,0.0203219820755942
"G000168715",-0.0028,0.0028,48.8632,6,7.941e-09,2.10774072874494e-08
"G000024845",-0.0047,0.0047,64.3293,6,5.913e-12,2.01834231169733e-11
"G000419585",-0.0011,0.0011,82.41,6,1.11e-15,4.61163498098859e-15
"G000013045",-0.0021,0.0021,21.1768,6,0.001705,0.00243352249637155
"G001314545",-0.0011,0.0011,16.0851,6,0.0133,0.0171485774223155
"G000375425",-0.0019,0.0019,54.477,6,5.911e-10,1.73518728358209e-09
"G000375465",-0.0022,0.0022,36.0558,6,2.689e-06,5.67947293814433e-06
"G001650905",-7e-04,7e-04,7.2317,6,0.3,0.326566305069736
"G900129315",-0.0015,0.0015,18.623,6,0.00485,0.00657951441578149
"G001564065",2e-04,2e-04,4.5531,6,0.6023,0.6291712555768
"G001715195",-0.0015,0.0015,23.7163,6,0.0005889,0.000880128054711246
"G000724545",-0.001,0.001,55.7029,6,3.343e-10,1.00167769652651e-09
"G000250635",-3e-04,3e-04,2.4155,6,0.8778,0.893518807576855
"G000275825",-4e-04,4e-04,0.997,6,0.9857,0.991345244426263
"G001567405",0.0041,0.0041,54.1826,6,6.777e-10,1.9781839715049e-09
"G000212735",7e-04,7e-04,26.3007,6,0.0001957,0.000309706115223688
"G000759025",0.0092,0.0092,101.4437,6,0,0
"G000379805",3e-04,3e-04,4.1234,6,0.66,0.68573058637084
"G001625015",0.0019,0.0021,82.8595,6,8.882e-16,3.70265315811785e-15
"G000373105",0.0019,0.002,55.0405,6,4.549e-10,1.3446007213706e-09
"G900110645",-0.0029,0.0029,71.9454,6,1.631e-13,6.05712009063444e-13
"G001897535",-5e-04,6e-04,18.4242,6,0.005255,0.00710053173948887
"G001439115",0.0014,0.0014,16.9149,6,0.009601,0.0125972293529019
"G001438265",3e-04,3e-04,3.6784,6,0.7201,0.743304649942269
"G001897855",2e-04,2e-04,1.4554,6,0.9624,0.970293377076071
"G001897525",-6e-04,6e-04,66.2639,6,2.38e-12,8.31140625e-12
"G900116565",-8e-04,8e-04,20.4912,6,0.002263,0.00319333362031855
"G900129465",7e-04,7e-04,10.9394,6,0.09027,0.10536678694362
"G900094705",-0.0019,0.0019,13.1395,6,0.04087,0.0496928264094955
"G900142605",0.0019,0.0019,14.2703,6,0.02676,0.0332774203338392
"G900110835",0.0023,0.0023,46.6074,6,2.241e-08,5.74504535974974e-08
"G900109685",-3e-04,3e-04,43.4214,6,9.626e-08,2.32470736738703e-07
"G900110995",0.0019,0.002,9.5864,6,0.1432,0.162688170055453
"G900112615",-8e-04,8e-04,2.5784,6,0.8596,0.876626195167479
"G900119105",0,1e-04,8.6688,6,0.1931,0.215544313280363
"G001975825",0.0026,0.0027,78.1898,6,8.438e-15,3.38138924205379e-14
"G900102545",0.002,0.002,6.4564,6,0.374,0.401694626474443
"G000024005",0.0012,0.0012,9.2111,6,0.162,0.18282166628414
"G900114995",0.0012,0.0012,11.4516,6,0.07538,0.088798145663632
"G000374045",-0.0017,0.0017,13.6769,6,0.03346,0.0410742279365872
"G900115755",6e-04,7e-04,11.2015,6,0.08234,0.0965690590339893
"G900156765",0.0015,0.0015,20.4069,6,0.002343,0.00330148473993409
"G900107765",-0.0025,0.0025,27.4974,6,0.0001168,0.000190388065638986
"G000515315",-0.0016,0.0016,12.2814,6,0.05598,0.0669635470137453
"G900106985",0.0021,0.0021,16.4361,6,0.0116,0.0150732558139535
"G001829005",5e-04,5e-04,24.5238,6,0.0004182,0.000633874660912454
"G001829035",-2e-04,2e-04,14.6918,6,0.02279,0.0285426464595008
"G000511175",-7e-04,7e-04,19.3277,6,0.003644,0.00502596016830294
"G000508085",0.0024,0.0024,30.5553,6,3.082e-05,5.4540917761382e-05
"G001623405",0.0017,0.0017,83.7757,6,5.551e-16,2.33184681759932e-15
"G900089555",-2e-04,2e-04,6.3987,6,0.38,0.407871643745907
"G900089565",-0.001,0.001,33.9024,6,7.026e-06,1.41963599753442e-05
"G900089525",5e-04,5e-04,16.5461,6,0.0111,0.0144502779984114
"G900089575",-4e-04,4e-04,11.0735,6,0.08613,0.100845626860341
"G900089545",-4e-04,4e-04,8.3431,6,0.214,0.237445108879612
"G001899605",-5e-04,7e-04,22.8039,6,0.0008649,0.00127269588508155
"G001898505",-0.001,0.001,18.0695,6,0.006061,0.00812595419222904
"G001302245",0.001,0.001,3.7126,6,0.7155,0.738866638664287
"G900110245",0,1e-04,0.0746,6,1,1
"G000246855",-0.0023,0.0023,87.2524,6,1.11e-16,4.77295146480105e-16
"G000974785",-5e-04,5e-04,12.285,6,0.0559,0.0668759854014599
"G001601815",-5e-04,5e-04,12.3749,6,0.05411,0.0648844945738325
"G000814475",3e-04,4e-04,37.9892,6,1.129e-06,2.4771499330656e-06
"G000814325",1e-04,1e-04,58.2417,6,1.024e-10,3.19176418383518e-10
"G900129015",-0.003,0.003,71.0845,6,2.449e-13,9.03017097862767e-13
"G001644645",0.0033,0.0033,14.2523,6,0.02694,0.0334800909895109
"G900129295",0.0034,0.0034,40.0962,6,4.361e-07,9.98279189944134e-07
"G001464625",0.0017,0.0017,25.611,6,0.000263,0.000409360873694207
"G001898485",-6e-04,6e-04,37.4935,6,1.411e-06,3.06308476821192e-06
"G001898405",-5e-04,5e-04,17.7321,6,0.006938,0.00924126940268184
"G000425585",6e-04,7e-04,53.5746,6,8.988e-10,2.59964682352941e-09
"G001898495",-7e-04,7e-04,57.729,6,1.3e-10,4.01261770244821e-10
"G001724695",-0.0014,0.0014,17.2194,6,0.00851,0.0112316923902832
"G001896965",-3e-04,3e-04,0.3373,6,0.9993,1
"G001724455",1e-04,1e-04,7.0827,6,0.3133,0.339802823425609
"G900101395",0.0034,0.0034,18.4781,6,0.005142,0.00695644903012794
"G000374125",0.0022,0.0022,30.0353,6,3.871e-05,6.76513488537409e-05
"G000243115",8e-04,8e-04,41.7939,6,2.019e-07,4.75679108768567e-07
"G001654455",-0.0014,0.0014,10.2084,6,0.1161,0.133441725105189
"G001567275",-1e-04,1e-04,48.8087,6,8.143e-09,2.15960792880259e-08
"G000242635",-0.0016,0.0019,26.7417,6,0.0001619,0.00025879788686606
"G900109895",-0.0023,0.0023,26.0924,6,0.000214,0.00033671616
"G000427965",-0.0014,0.0015,15.3189,6,0.01792,0.0227563636363636
"G900109575",0.0024,0.0024,16.9882,6,0.009327,0.0122557079102084
"G000192845",-0.0011,0.0011,29.3577,6,5.205e-05,8.90190782608696e-05
"G900109365",0.0011,0.0011,16.8725,6,0.009764,0.0127923229416467
"G900116225",7e-04,7e-04,7.7476,6,0.2572,0.28225698024774
"G000757725",-3e-04,3e-04,19.1468,6,0.003923,0.00538809804469274
"G900102835",0.0019,0.0019,17.1235,6,0.00884,0.0116500348432056
"G000814685",8e-04,8e-04,2.0776,6,0.9124,0.925004288659794
"G000416985",9e-04,9e-04,76.6576,6,1.743e-14,6.86450220264317e-14
"G000783305",5e-04,6e-04,6.5562,6,0.3638,0.391894972067039
