"OTU","AUC","abs_AUC","WaldStatistic","DF","p_value","adj_p_value"
"G000482545",-0.0044,0.0044,133.9947,6,0,0
"G001263615",-0.0017,0.0017,53.3022,6,1.02e-09,2.93294736842105e-09
"G000014925",-0.0065,0.0065,259.9681,6,0,0
"G001542565",0.0022,0.0023,11.7305,6,0.06826,0.0808173416807127
"G001428365",-0.0064,0.0064,270.8056,6,0,0
"G000196235",-0.0024,0.0024,23.7981,6,0.0005688,0.000851900578738958
"G000238915",-0.0021,0.0021,16.2763,6,0.01235,0.0159907702435813
"G001484605",-0.0017,0.0017,20.3202,6,0.002428,0.00341636171126055
"G001424565",-0.0024,0.0024,54.9393,6,4.768e-10,1.40764070849595e-09
"G000189535",-0.0061,0.0062,215.1847,6,0,0
"G000813845",-0.0085,0.0085,147.6692,6,0,0
"G000022025",-0.0012,0.0012,14.7802,6,0.02204,0.0276596937212864
"G000699505",-7e-04,7e-04,18.6156,6,0.004864,0.00659759668965517
"G000257665",-2e-04,2e-04,4.3754,6,0.626,0.652196630999046
"G001437715",-8e-04,8e-04,14.4557,6,0.02494,0.0310967364016736
"G000423505",-0.0043,0.0043,109.3565,6,0,0
"G000007485",0.001,0.001,15.2368,6,0.01849,0.0234317860824742
"G000425685",-0.0029,0.0029,20.0578,6,0.002705,0.00378176997441001
"G000381765",-0.0061,0.0061,70.14,6,3.827e-13,1.39542892102336e-12
"G001438965",2e-04,2e-04,7.3968,6,0.2857,0.311966888740839
"G000754445",-0.0023,0.0023,38.4774,6,9.06e-07,2.00711962153638e-06
"G000425105",-0.0039,0.0039,53.468,6,9.443e-10,2.72563727619607e-09
"G000980875",-6e-04,6e-04,28.1699,6,8.729e-05,0.000144659565217391
"G000834055",6e-04,6e-04,25.7505,6,0.0002478,0.000387295804195804
"G000350525",-0.0045,0.0045,91.2215,6,0,0
"G000633415",-0.0032,0.0032,38.8634,6,7.613e-07,1.69864056261343e-06
"G000231305",-0.0078,0.0078,188.1551,6,0,0
"G001477055",0.0015,0.0015,25.1368,6,0.0003221,0.000495623752151463
"G000349545",-0.0026,0.0026,17.3836,6,0.007972,0.0105556278443517
"G001273835",3e-04,7e-04,38.8869,6,7.532e-07,1.68263716492503e-06
"G000754435",-0.0017,0.0017,46.3825,6,2.484e-08,6.33661634241245e-08
"G001426925",-0.0029,0.0029,26.1553,6,0.0002083,0.000328430687830688
"G000422385",-0.0029,0.0029,43.5913,6,8.908e-08,2.15766679802956e-07
"G000422745",-0.0014,0.0014,10.2079,6,0.1162,0.133541054107748
"G000826185",-0.0017,0.0018,8.6569,6,0.1938,0.216252036763872
"G000956505",-0.0017,0.0017,17.4184,6,0.007863,0.0104155094288793
"G000763375",-0.0015,0.0015,9.248,6,0.1601,0.180781191870479
"G000685355",4e-04,4e-04,28.7871,6,6.675e-05,0.000112362119137282
"G000956525",-1e-04,1e-04,5.9943,6,0.4238,0.452071721444842
"G000455825",-0.0015,0.0015,32.3013,6,1.428e-05,2.76327272727273e-05
"G000633215",3e-04,3e-04,2.2283,6,0.8976,0.911315135246748
"G000956475",-0.0026,0.0026,29.36,6,5.2e-05,8.89490346147156e-05
"G001262495",0.0019,0.0019,20.5428,6,0.002216,0.00313060537279127
"G000956415",-6e-04,6e-04,44.598,6,5.625e-08,1.38671972925545e-07
"G001552455",0.0015,0.0015,35.3827,6,3.633e-06,7.56926313559322e-06
"G000582705",0.0027,0.0027,41.0499,6,2.831e-07,6.58624414478353e-07
"G000422405",-0.0045,0.0045,49.421,6,6.141e-09,1.64686648486501e-08
"G000802305",-0.0011,0.0012,47.6537,6,1.386e-08,3.62305263157895e-08
"G000956535",-0.0043,0.0043,91.1945,6,0,0
"G000799385",-0.0023,0.0023,44.8936,6,4.914e-08,1.21723617128463e-07
"G001314225",-0.0043,0.0043,62.254,6,1.566e-11,5.19044287158746e-11
"G001887285",-8e-04,8e-04,4.062,6,0.6683,0.693548142676235
"G001592125",-0.0025,0.0026,19.3169,6,0.003661,0.00504799130678632
"G001552475",-8e-04,8e-04,17.2424,6,0.008432,0.0111347237813885
"G000746195",0.002,0.002,16.4276,6,0.01163,0.0151082457067371
"G000333395",-7e-04,7e-04,28.4932,6,7.585e-05,0.000126661385634233
"G900104345",-0.0014,0.0014,29.5047,6,4.881e-05,8.39156538461539e-05
"G000202635",-0.0044,0.0044,98.4055,6,0,0
"G001427525",-0.0038,0.0038,49.8656,6,5.002e-09,1.35247918614243e-08
"G001652465",-1e-04,1e-04,2.8342,6,0.8293,0.847836178396923
"G000956575",0.001,0.001,38.7316,6,8.079e-07,1.79911426630435e-06
"G001427145",-0.0012,0.0012,11.5171,6,0.07365,0.0868955128974205
"G001428485",-0.0024,0.0024,33.7827,6,7.41e-06,1.4935425292068e-05
"G000304335",0.0013,0.0014,4.6281,6,0.5923,0.619053905834839
"G000956465",-0.0027,0.0027,64.9967,6,4.321e-12,1.48627890870934e-11
"G001429705",-0.0021,0.0021,42.924,6,1.208e-07,2.89601950268162e-07
"G000477555",3e-04,3e-04,27.2132,6,0.0001321,0.000213944565217391
"G000247645",-8e-04,8e-04,14.8108,6,0.02178,0.027357838804445
"G000153145",-2e-04,2e-04,18.2425,6,0.005654,0.00761246385542169
"G001422145",7e-04,7e-04,0.8142,6,0.9917,0.996258841556849
"G001423105",-0.0035,0.0035,68.1985,6,9.568e-13,3.41530715063521e-12
"G001422205",-0.0021,0.0021,27.1606,6,0.0001351,0.000218551307780885
"G001424385",-0.0023,0.0023,18.3172,6,0.005487,0.00739774581848094
"G001475745",-0.0017,0.0018,17.7771,6,0.006814,0.00908225481160206
"G000349565",-0.0026,0.0027,36.4586,6,2.245e-06,4.78693191673894e-06
"G000718085",-0.0011,0.0012,32.7663,6,1.163e-05,2.29059523332666e-05
"G000069225",-0.0022,0.0023,15.4525,6,0.01701,0.0216510924152213
"G000333435",-0.003,0.003,35.5004,6,3.447e-06,7.20157170172084e-06
"G000938265",-7e-04,8e-04,6.4827,6,0.3713,0.399274379442318
"G001465855",0.0011,0.0011,15.3576,6,0.01765,0.0224279751905931
"G001423045",-0.0027,0.0027,25.5025,6,0.0002755,0.000427801515869256
"G001423885",-0.0024,0.0026,24.937,6,0.0003508,0.000536594680354643
"G001423185",-0.0019,0.0019,20.4034,6,0.002347,0.00330664727793696
"G000421825",-0.0018,0.0018,21.9907,6,0.001216,0.00176062190812721
"G000419445",6e-04,6e-04,3.8663,6,0.6948,0.7191520050521
"G001424905",-0.0026,0.0028,24.9961,6,0.000342,0.000524112201963534
"G001428745",-0.0031,0.0031,59.1954,6,6.557e-11,2.0787085106383e-10
"G000383315",-0.0036,0.0036,109.3425,6,0,0
"G000469485",-0.004,0.004,95.1745,6,0,0
"G001423695",-6e-04,6e-04,44.9538,6,4.78e-08,1.18523751891074e-07
"G000470775",-0.0012,0.0012,5.8494,6,0.4403,0.468300908500973
"G000421145",-0.001,0.0011,30.2666,6,3.498e-05,6.1482273458445e-05
"G000764165",-0.0013,0.0013,13.5086,6,0.03563,0.0436291146806126
"G001425325",-0.0012,0.0012,18.5374,6,0.005021,0.00679555656482246
"G000799285",-0.0022,0.0022,37.6562,6,1.311e-06,2.85861951219512e-06
"G001542775",5e-04,5e-04,0.8011,6,0.992,0.996457093248902
"G001425085",-0.0034,0.0034,58.2543,6,1.018e-10,3.17507516650809e-10
"G001421565",-0.0023,0.0023,43.8218,6,8.018e-08,1.94929572311496e-07
"G001428255",-0.0027,0.0028,33.3353,6,9.037e-06,1.80190304136253e-05
"G000421565",-0.0028,0.0028,32.1939,6,1.498e-05,2.85934239130435e-05
"G000421545",-0.0034,0.0034,30.4496,6,3.228e-05,5.6970839913855e-05
"G900070355",-0.002,0.002,30.9804,6,2.557e-05,4.60035455543359e-05
"G001403775",-0.0025,0.0025,21.4563,6,0.001518,0.00217482692307692
"G001678905",-0.0013,0.0013,47.0225,6,1.852e-08,4.78020157480315e-08
"G000576425",-0.0069,0.0069,90.5805,6,0,0
"G000338055",-7e-04,7e-04,15.6857,6,0.01554,0.0198700247041997
"G000225825",-0.0021,0.0021,39.145,6,6.704e-07,1.50552948161681e-06
"G000023405",-0.0023,0.0023,66.0608,6,2.619e-12,9.12012960339943e-12
"G000233655",-0.0049,0.005,51.4837,6,2.368e-09,6.57822372881356e-09
"G000975095",-0.0018,0.0018,30.0863,6,3.785e-05,6.62364774951076e-05
"G000759715",-0.0036,0.0036,60.7442,6,3.177e-11,1.03247250495704e-10
"G000023105",0,2e-04,1.6891,6,0.946,0.955718512430655
"G900105765",-0.0034,0.0034,92.5928,6,0,0
"G000421225",-9e-04,9e-04,4.6879,6,0.5844,0.611251818761966
"G000024925",0,0,30.0914,6,3.777e-05,6.61143075827697e-05
"G000312125",3e-04,3e-04,29.1644,6,5.663e-05,9.63493806228374e-05
"G000423205",2e-04,2e-04,7.412,6,0.2844,0.310650849716761
"G000024065",1e-04,2e-04,12.4999,6,0.0517,0.0621461679501283
"G000307245",-0.0015,0.0015,16.2507,6,0.01247,0.0161376470588235
"G000701465",-4e-04,4e-04,2.8558,6,0.8267,0.845441742928453
"G000526595",-0.0017,0.0017,8.0238,6,0.2364,0.260593834771887
"G000718325",-0.0019,0.0019,24.8317,6,0.0003668,0.000560023474615743
"G000385135",-0.003,0.003,57.1224,6,1.726e-10,5.26963179136914e-10
"G000215105",-0.0019,0.0019,34.3545,6,5.746e-06,1.17305717251401e-05
"G001592145",-0.0073,0.0073,120.9097,6,0,0
"G000024965",-0.0027,0.0027,36.0153,6,2.738e-06,5.77428522410465e-06
"G000526515",-0.0032,0.0032,41.7537,6,2.057e-07,4.84167975107707e-07
"G000767165",-4e-04,5e-04,7.5999,6,0.2689,0.294406880427522
"G000767175",0.0013,0.0014,406.8125,6,0,0
"G000603945",0,4e-04,144.8855,6,0,0
"G000767135",-0.0018,0.0018,46.9354,6,1.927e-08,4.96856790770844e-08
"G000092865",2e-04,2e-04,4.1328,6,0.6587,0.684596892834496
"G001552375",-0.0046,0.0046,55.1109,6,4.403e-10,1.30222863157895e-09
"G000212695",-8e-04,8e-04,26.1332,6,0.0002103,0.00033115935948759
"G001429255",-0.0112,0.0112,294.5232,6,0,0
"G000688475",-0.0015,0.0015,16.5643,6,0.01103,0.0143686607497682
"G000312005",-0.0026,0.0026,83.91,6,5.551e-16,2.33184681759932e-15
"G000708885",-0.0049,0.0049,80.9578,6,2.22e-15,9.11544050104384e-15
"G000218545",-0.0035,0.0035,34.7353,6,4.849e-06,9.96136745351995e-06
"G001040865",-0.0021,0.0021,12.8315,6,0.04579,0.055373691588785
"G000485475",-0.0036,0.0036,80.8754,6,2.331e-15,9.55525385577324e-15
"G000376885",-0.0055,0.0055,136.8215,6,0,0
"G000420505",5e-04,0.0011,175.6873,6,0,0
"G001042675",2e-04,0.0026,273.7402,6,0,0
"G001042695",0.0019,0.0019,3.9921,6,0.6777,0.70233974075245
"G000269605",0.0055,0.0055,155.5451,6,0,0
"G000741705",-0.0039,0.0039,89.8749,6,0,0
"G000738005",0.0015,0.0015,5.427,6,0.4903,0.518341238443346
"G001263395",4e-04,5e-04,15.757,6,0.01512,0.0193682532239156
"G000304215",-8e-04,8e-04,75.8143,6,2.609e-14,1.01853537117904e-13
"G000737865",-1e-04,6e-04,115.7745,6,0,0
"G000414525",-0.0014,0.0014,22.4101,6,0.00102,0.00149110747733016
"G000159155",0.0059,0.006,45.9064,6,3.09e-08,7.81359218308048e-08
"G000025205",0.0027,0.0027,52.9267,6,1.214e-09,3.46444457341846e-09
"G000414445",7e-04,7e-04,10.9462,6,0.09005,0.105134951917369
"G000414465",0.0029,0.0029,15.0931,6,0.01954,0.0246702221081012
"G000737845",-0.0037,0.0038,283.318,6,0,0
"G000741525",-2e-04,7e-04,30.0075,6,3.918e-05,6.83998082726789e-05
"G000741645",-0.0022,0.0022,259.1491,6,0,0
"G000741775",-0.0028,0.0028,708.8415,6,0,0
"G000741285",-1e-04,2e-04,119.7743,6,0,0
"G000741765",-0.0023,0.0023,241.3156,6,0,0
"G000347695",-0.0037,0.0037,648.9631,6,0,0
"G000741205",-0.0014,0.0015,221.6811,6,0,0
"G000741255",-0.0046,0.0047,700.4005,6,0,0
"G000022965",-0.0038,0.0039,523.9469,6,0,0
"G000741575",-0.0011,0.0013,573.2088,6,0,0
"G000741135",-2e-04,0.0018,552.394,6,0,0
"G000800475",5e-04,0.0024,284.685,6,0,0
"G000741215",-0.0044,0.0045,747.6426,6,0,0
"G001042595",-0.001,0.0012,308.0532,6,0,0
"G000010425",-0.0018,0.0019,555.6629,6,0,0
"G000165905",-8e-04,0.0032,753.3181,6,0,0
"G001042635",-0.0033,0.0034,573.936,6,0,0
"G000741165",-0.0066,0.0066,1087.0857,6,0,0
"G001025155",-0.0019,0.0019,587.1792,6,0,0
"G000741175",-0.0018,0.002,663.7358,6,0,0
"G000741785",-0.007,0.007,1031.8743,6,0,0
"G001417815",-0.0039,0.004,731.0843,6,0,0
"G000741715",-0.003,0.003,673.5419,6,0,0
"G000741695",-0.003,0.0031,822.5815,6,0,0
"G000007525",-0.0024,0.0024,443.8042,6,0,0
"G001025175",-0.0029,0.0029,454.8781,6,0,0
"G001375495",0.0025,0.0025,29.849,6,4.199e-05,7.26860869565218e-05
"G000758825",-4e-04,4e-04,103.26,6,0,0
"G000612055",-0.0071,0.0071,584.3739,6,0,0
"G900105865",7e-04,7e-04,6.7318,6,0.3464,0.374299263817163
"G000092365",-0.0014,0.0014,8.1356,6,0.2283,0.252287021013597
"G000466165",1e-04,5e-04,103.3389,6,0,0
"G000162895",0.0025,0.0025,116.288,6,0,0
"G000420445",0.0015,0.0015,37.9461,6,1.151e-06,2.52148229004233e-06
"G000411135",5e-04,6e-04,7.8229,6,0.2514,0.276261884009387
"G000429205",-0.0029,0.0029,52.2071,6,1.694e-09,4.76510183066362e-09
"G000724605",2e-04,2e-04,5.6153,6,0.4676,0.495728589909444
"G000315465",-0.001,0.001,23.5932,6,0.0006203,0.000925368658980582
"G900102025",-4e-04,4e-04,35.0806,6,4.157e-06,8.60811497157296e-06
"G001183565",0.0026,0.0026,20.7475,6,0.002036,0.0028883473744951
"G001685165",0.0014,0.0014,42.4204,6,1.519e-07,3.61516118102614e-07
"G001685155",-0.0016,0.0016,19.8758,6,0.002914,0.00406126360544218
"G000239695",0.0017,0.0021,500.7369,6,0,0
"G001687305",-0.0039,0.0039,72.5133,6,1.247e-13,4.6680616673011e-13
"G000428685",-0.0017,0.0017,22.2077,6,0.00111,0.00161547136303093
"G001553935",0.0045,0.0045,124.6464,6,0,0
"G000466245",0.0048,0.0048,89.4161,6,0,0
"G000295095",0.0035,0.0035,125.8084,6,0,0
"G000159035",0.0027,0.0027,16.8008,6,0.01004,0.0131311823380769
"G000429225",0.0041,0.0041,76.3719,6,1.998e-14,7.84677795527157e-14
"G000220835",0.0015,0.0015,56.9844,6,1.84e-10,5.60376587178693e-10
"G000711965",0.0062,0.0062,68.0041,6,1.049e-12,3.73627888446215e-12
"G000429265",0.0041,0.0043,51.4361,6,2.421e-09,6.71976121930567e-09
"G000269805",0,0.0025,106.2057,6,0,0
"G000185425",-0.0032,0.0032,322.559,6,0,0
"G000185445",-0.0055,0.0056,486.7906,6,0,0
"G000146285",-0.0016,0.0022,485.6789,6,0,0
"G000196535",-0.0028,0.0028,510.5355,6,0,0
"G000146895",-0.0024,0.0024,480.8155,6,0,0
"G000148485",0.0023,0.0023,45.7295,6,3.351e-08,8.44750935657524e-08
"G000176775",-0.0038,0.0038,395.8993,6,0,0
"G000160615",8e-04,0.0012,425.8035,6,0,0
"G001856685",6e-04,6e-04,5.585,6,0.4712,0.499114691943128
"G001936115",-3e-04,3e-04,36.7413,6,1.978e-06,4.24060431654676e-06
"G900120415",-0.0023,0.0023,580.1806,6,0,0
"G900106855",-1e-04,0.0016,494.8703,6,0,0
"G000508625",1e-04,3e-04,26.2043,6,0.000204,0.000322115606936416
"G001553285",0.0015,0.0017,393.2389,6,0,0
"G000420065",-4e-04,0.0014,629.338,6,0,0
"G000296485",1e-04,1e-04,0.6622,6,0.9953,0.998753081632653
"G001807435",-0.0013,0.0013,8.4363,6,0.2078,0.230956735985533
"G001055535",-2e-04,2e-04,5.7971,6,0.4463,0.474425921521998
"G001546135",-8e-04,8e-04,18.8531,6,0.004419,0.0060315563565784
"G000420405",-8e-04,8e-04,30.672,6,2.928e-05,5.20686292947559e-05
"G001812065",-0.0012,0.0012,25.3313,6,0.0002964,0.000457797644102403
"G001807285",-2e-04,6e-04,526.5366,6,0,0
"G001812345",2e-04,2e-04,131.3369,6,0,0
"G000159015",0.0077,0.0077,358.1725,6,0,0
"G000411155",-9e-04,9e-04,8.5883,6,0.1981,0.220799659979599
"G900119695",0.0011,0.0011,66.3627,6,2.272e-12,7.93988912579957e-12
"G000758775",0.001,0.001,3.988,6,0.6783,0.702813423243072
"G001812395",0.0019,0.0019,51.997,6,1.867e-09,5.2472357816519e-09
"G001813085",4e-04,4e-04,9.4492,6,0.1498,0.169794052558783
"G000820725",-0.0038,0.0038,45.0492,6,4.576e-08,1.13752234580384e-07
"G900106055",-0.0015,0.0015,5.7779,6,0.4485,0.476610006483683
"G001457875",0.0027,0.0027,11.2396,6,0.08125,0.095381699892563
"G001814535",-0.001,0.0018,472.9673,6,0,0
"G000429105",6e-04,6e-04,1.073,6,0.9827,0.989036106846792
"G001070855",0.005,0.005,187.1902,6,0,0
"G001070095",0.0045,0.0045,162.618,6,0,0
"G000308055",0.0022,0.0023,477.3324,6,0,0
"G000318335",0.0037,0.0037,302.4265,6,0,0
"G000420425",2e-04,3e-04,4.2703,6,0.6401,0.666392483590938
"G000364865",0.0037,0.0037,70.4178,6,3.356e-13,1.22641783723523e-12
"G000296505",0.0023,0.0033,134.8573,6,0,0
"G001746855",0.0036,0.0037,89.2928,6,0,0
"G000154225",2e-04,0.001,499.9853,6,0,0
"G001262055",0.0034,0.0034,234.5804,6,0,0
"G001057055",0.0035,0.0035,278.1192,6,0,0
"G001787865",-0.0012,0.0012,22.676,6,0.0009126,0.00134007890100045
"G001917855",-0.0023,0.0023,23.3048,6,0.0007006,0.00103932725901343
"G000397765",-2e-04,2e-04,32.4736,6,1.324e-05,2.59005689277899e-05
"G001302805",-0.0021,0.0021,38.2981,6,9.823e-07,2.1683362962963e-06
"G001768085",-0.001,0.001,16.4285,6,0.01163,0.0151082457067371
"G000724625",-0.0032,0.0032,26.1793,6,0.0002062,0.000325484879614767
"G001898035",-0.0011,0.0011,9.9339,6,0.1275,0.14581172229329
"G000404425",-0.0044,0.0044,91.0687,6,0,0
"G001457855",-0.0016,0.0016,113.2826,6,0,0
"G001457975",-0.0011,0.0011,20.5306,6,0.002227,0.00314524170616114
"G000427095",0,0,1.8344,6,0.9343,0.94506338202016
"G001458035",-0.001,0.001,14.6331,6,0.02331,0.0291493565615463
"G001304495",-3e-04,3e-04,34.87,6,4.567e-06,9.41154191114837e-06
"G001918235",-0.0032,0.0032,39.7813,6,5.029e-07,1.14400152671756e-06
"G001918845",0.0016,0.0016,7.1396,6,0.3081,0.334421125827815
"G001920725",-0.001,0.001,17.5831,6,0.007363,0.00977690278152849
"G001919305",-1e-04,1e-04,16.6526,6,0.01065,0.0138938843194481
"G000526415",-0.0061,0.0061,101.6754,6,0,0
"G001306135",-6e-04,6e-04,72.8281,6,1.074e-13,4.03889713193117e-13
"G000018565",9e-04,9e-04,30.4083,6,3.287e-05,5.79185773158932e-05
"G001399705",-0.003,0.003,30.8512,6,2.706e-05,4.83656924754635e-05
"G000016665",-0.0013,0.0013,8.1361,6,0.2283,0.252287021013597
"G000017805",-0.0049,0.0049,101.7715,6,0,0
"G000152145",-8e-04,8e-04,13.928,6,0.03045,0.037599861878453
"G000021945",5e-04,5e-04,5.4639,6,0.4858,0.513804818240482
"G000516515",-9e-04,9e-04,166.6476,6,0,0
"G000735195",-8e-04,8e-04,49.3807,6,6.256e-09,1.67633525885559e-08
"G000022185",-0.0021,0.0021,78.4502,6,7.438e-15,2.99040441537204e-14
"G000018865",-9e-04,9e-04,13.6949,6,0.03324,0.0408296477641769
"G001898225",-0.0014,0.0015,10.443,6,0.1072,0.123849248120301
"G000025005",-0.0016,0.0016,18.3095,6,0.005504,0.00741964852638794
"G000744775",0.0029,0.0029,65.0811,6,4.153e-12,1.42899237228831e-11
"G000021685",-0.0024,0.0024,57.7033,6,1.316e-10,4.05945545796738e-10
"G000024985",-0.0084,0.0084,295.9162,6,0,0
"G000297255",0.0046,0.0046,114.8495,6,0,0
"G001796885",1e-04,1e-04,23.7573,6,0.0005787,0.000865541566539924
"G001796635",-1e-04,1e-04,5.2537,6,0.5117,0.539168306010929
"G002011535",-5e-04,5e-04,22.1573,6,0.001134,0.00164869248965109
"G002010545",-6e-04,6e-04,39.5015,6,5.707e-07,1.28958267463235e-06
"G000281175",-0.0014,0.0015,22.2545,6,0.001089,0.00158678707956734
"G001293545",-0.0053,0.0053,78.4288,6,7.55e-15,3.03419288925215e-14
"G001303105",5e-04,5e-04,26.7266,6,0.0001629,0.000260311764705882
"G001795045",-0.0031,0.0031,35.3372,6,3.707e-06,7.7152673015873e-06
"G001796965",0.0018,0.0018,49.4073,6,6.18e-09,1.65687350054526e-08
"G001802405",-0.0019,0.0019,22.1119,6,0.001156,0.00167844441163443
"G001795115",0,0,24.6515,6,0.0003961,0.000602699582237351
"G001797105",-0.0025,0.0025,62.085,6,1.695e-11,5.60667003027245e-11
"G001795165",-0.0016,0.0016,15.8318,6,0.01469,0.0188419799139168
"G001795125",-0.0018,0.0018,42.2246,6,1.66e-07,3.93929536679537e-07
"G001795335",-1e-04,1e-04,17.0045,6,0.009267,0.012185008423586
"G001796835",8e-04,8e-04,13.0052,6,0.04295,0.0520801849568434
"G001797095",-0.0013,0.0013,18.2311,6,0.00568,0.00764433009443
"G001796915",-9e-04,9e-04,14.5535,6,0.02403,0.0300115595631191
"G001795285",-4e-04,4e-04,66.5856,6,2.046e-12,7.18327882898965e-12
"G001795085",-2e-04,2e-04,32.005,6,1.628e-05,3.0535479687202e-05
"G001797045",-3e-04,3e-04,67.4747,6,1.346e-12,4.7647818574514e-12
"G001796845",-2e-04,2e-04,1.6083,6,0.952,0.960793103448276
"G001797075",7e-04,7e-04,87.3419,6,1.11e-16,4.77295146480105e-16
"G001796475",0,0,27.294,6,0.0001275,0.000206937613467569
"G001508595",-0.0011,0.0011,51.7029,6,2.14e-09,5.97692700937234e-09
"G001508475",0,0,13.4764,6,0.03606,0.044133670192906
"G001603765",-0.003,0.003,58.4317,6,9.368e-11,2.93484906021026e-10
"G001192795",-0.002,0.002,41.1023,6,2.764e-07,6.43951101634684e-07
"G000406785",-0.0012,0.0014,41.1722,6,2.678e-07,6.24803131672598e-07
"G000406905",-2e-04,3e-04,4.7904,6,0.571,0.597999361022364
"G001603795",-0.0077,0.0078,421.3729,6,0,0
"G001899005",-0.0034,0.0034,67.3232,6,1.445e-12,5.10788281811646e-12
"G001306115",-0.0061,0.0061,87.5254,6,1.11e-16,4.77295146480105e-16
"G001050255",-0.0036,0.0036,84.3523,6,4.441e-16,1.87436884120172e-15
"G000199675",-0.0044,0.0044,131.3862,6,0,0
"G001050235",-0.0058,0.0058,93.5885,6,0,0
"G001306145",9e-04,9e-04,7.0842,6,0.3131,0.339623362011913
"G001796355",4e-04,4e-04,1.3697,6,0.9677,0.974837307928703
"G001050215",-0.0014,0.0014,30.6575,6,2.946e-05,5.23508565233104e-05
"G001306055",-7e-04,7e-04,6.479,6,0.3717,0.39957343681679
"G001603775",-0.0082,0.0082,170.2277,6,0,0
"G001306095",-2e-04,2e-04,3.2987,6,0.7705,0.791341723237598
"G001050275",5e-04,5e-04,36.6043,6,2.103e-06,4.494871114975e-06
"G001795155",-0.0014,0.0014,38.6379,6,8.428e-07,1.87301586440678e-06
"G001872165",-1e-04,1e-04,33.2744,6,9.285e-06,1.84985190437601e-05
"G001794965",-0.001,0.001,26.0675,6,0.0002163,0.000340008663682864
"G001796335",-0.0017,0.0017,50.7243,6,3.364e-09,9.21749122318195e-09
"G001796365",-0.0012,0.0012,17.5537,6,0.00745,0.0098897467944392
"G001796785",-3e-04,3e-04,28.9479,6,6.223e-05,0.00010516752362949
"G001567105",-0.0016,0.0016,95.7926,6,0,0
"G001871895",-0.0013,0.0013,20.2962,6,0.002452,0.00344914432842226
"G001797165",-0.0018,0.0018,10.1596,6,0.1181,0.135629499007357
"G001797155",-0.0059,0.0059,136.1943,6,0,0
"G001748285",-0.0017,0.0017,16.8781,6,0.009742,0.012765200266489
"G000702505",3e-04,3e-04,43.8077,6,8.07e-08,1.96048369565217e-07
"G001918255",2e-04,2e-04,12.5844,6,0.05013,0.060325308370044
"G001919845",1e-04,1e-04,30.9156,6,2.631e-05,4.71795295404814e-05
"G001919995",1e-04,1e-04,47.6684,6,1.376e-08,3.59786865195427e-08
"G001914715",-0.0087,0.0087,360.0771,6,0,0
"G001915055",2e-04,2e-04,3.3919,6,0.7583,0.779544449090529
"G001920235",-5e-04,5e-04,11.0481,6,0.0869,0.101674550862582
"G001644275",-0.0019,0.002,22.4134,6,0.001019,0.00148986708296164
"G001643585",-0.0028,0.0028,86.0068,6,2.22e-16,9.45495019488956e-16
"G001303625",-0.004,0.0041,106.7576,6,0,0
"G001302685",-8e-04,8e-04,9.3049,6,0.1571,0.177618004138883
"G000372165",-0.0026,0.0026,72.2737,6,1.396e-13,5.20207048124289e-13
"G000383835",-2e-04,2e-04,48.3368,6,1.012e-08,2.67096296296296e-08
"G001796605",-8e-04,8e-04,8.2382,6,0.2212,0.244991643203063
"G001796575",-5e-04,5e-04,39.0243,6,7.08e-07,1.58598451025057e-06
"G001304345",-0.0015,0.0015,50.8323,6,3.201e-09,8.80275e-09
"G002011475",-0.0024,0.0025,18.0606,6,0.006082,0.00815299727371865
"G001796595",8e-04,8e-04,8.4668,6,0.2059,0.228974397828791
"G001796685",-0.0011,0.0011,11.3461,6,0.07825,0.0920246950490313
"G001795035",-1e-04,1e-04,11.226,6,0.08164,0.0957937907170982
"G001872925",-2e-04,2e-04,19.7388,6,0.003082,0.0042802412088688
"G001873005",-5e-04,5e-04,23.8878,6,0.0005477,0.000822177041673027
"G000464595",-3e-04,3e-04,3.385,6,0.7592,0.78030652173913
"G001796515",1e-04,1e-04,25.2016,6,0.0003133,0.000482914137931035
"G001796725",2e-04,2e-04,11.0377,6,0.08722,0.102012545195052
"G001795275",7e-04,7e-04,26.3914,6,0.0001882,0.000298268944399678
"G001795315",4e-04,4e-04,50.8476,6,3.178e-09,8.74439059876889e-09
